comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
বাংলাদেশ 🇧🇩,Bangladesh 1,Bangladesh 1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশ উন্নতি এভাবেই করছে সরকার,This is how the government is improving Bangladesh,This is how the government is improving Bangladesh,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",neu,0.714
বাংলাদেশ এগিয়ে যাচ্ছে  দেখে খুব ভালো  লাগলো। বাংলাদেশ আরো এগিয়ে যাক। আমি  ভারতীয় ।আমি কলকাতাকে  এই রকম  মেট্রোরেলে যেটা  joka to taratala হয়েছে সেখানে 10বছর কাজ করেছি।,It was nice to see Bangladesh moving forward. Let Bangladesh ahead. I am an Indian. I worked for 10 years in Kolkata that has been JOKA to Taratala in such a metro.,It was nice to see Bangladesh moving forward. Let Bangladesh ahead. I am an Indian. I worked for 10 years in Kolkata that has been JOKA to Taratala in such a metro.,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4215}",neu,0.917
বাংলাদেশ জিন্দাবাদ,Bangladesh Zindabad,Bangladesh Zindabad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশ থেকে দেখলাম খুব ভালো লাগলো,From Bangladesh I saw that it was great,From Bangladesh I saw that it was great,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",neu,0.631
বাংলাদেশ থেকে দেখলাম মেট্রোরেল তো ভালো লাগলো সাথে সাথে আপনার  কেমেরা ধরা কথা বলা এক কথাই অসাধারণ,"From Bangladesh I saw that the Metrorail was good, as well as your chemara, it was a wonderful thing to say.","From Bangladesh I saw that the Metrorail was good, as well as your chemara, it was a wonderful thing to say.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}",compound,0.8271
বাংলাদেশ থেকে ভালোবাসা অবিরাম ❣️🇧🇩❣️,Love from Bangladesh is endless,Love from Bangladesh is endless,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",compound,0.6369
বাংলাদেশ থেকে ভিডিও টা দেখলাম।ভিডিও টা অনেক ভাল লাগলো। ধন্যবাদ আপনাকে❤️❤️,I saw the video from Bangladesh. The video was very good. Thank you,I saw the video from Bangladesh. The video was very good. Thank you,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.7159}",compound,0.7159
বাংলাদেশ বলেই যে সবকিছুতে লাল সবুজ দিতে হবে এর কী আছে? আর সব সময় বঙ্গবন্ধুর নাম দিতেই হবে এর কী আছে?,What is it to give red green to everything because of Bangladesh? And what is the name of Bangabandhu all the time?,What is it to give red green to everything because of Bangladesh? And what is the name of Bangabandhu all the time?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশ মাননীয় প্রধানমন্ত্রীর নেতৃত্বে আগামী দিনগুলোতে এগিয়ে যাবে ইনশাআল্লাহ,InshaAllah will move forward in the coming days under the leadership of the Hon'ble Prime Minister of Bangladesh.,InshaAllah will move forward in the coming days under the leadership of the Hon'ble Prime Minister of Bangladesh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশ মানেই অনিয়ম আর অনিয়ম,Bangladesh means irregularities and irregularities,Bangladesh means irregularities and irregularities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশকে অনেক অনেক অভিনন্দন জানাই তার প্রথম মেট্রো রেল চালু হবার জন্য । আরো অগ্রগতি হোক আমাদের এই প্রতিবেশী দেশটির । অনেকদিনের ইচ্ছা বাংলাদেশ যাবার,Many congratulations to Bangladesh for the launch of its first metro rail. More progress should be our neighboring country. Long time desire to go to Bangladesh,Many congratulations to Bangladesh for the launch of its first metro rail. More progress should be our neighboring country. Long time desire to go to Bangladesh,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8655}",compound,0.8655
বাংলাদেশকে এতো সুন্দর করে উপস্থাপন করার জন্য,To present Bangladesh so beautifully,To present Bangladesh so beautifully,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.6948}",compound,0.6948
বাংলাদেশি একমাত্র দেশ যেখানে মেট্রো রেল হরেন বাজাই😀😀😀,Bangladeshi is the only country where the Metro Rail is playing Haren,Bangladeshi is the only country where the Metro Rail is playing Haren,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}",neu,0.859
বাংলাদেশে আন্তর্জাতিক মানের যে বিমান বন্দর তৈরী করা হবে তাহার একটি উপযুক্ত জায়গা নারায়নগঞ্জ ওমুনশীগনজের মিলত মেঘনা ও বুড়িগঙ্গারমোহনা।যাহা ষাট নল নামে পরিচিত।,A suitable place for international quality airports to be built in Bangladesh is Meghna and Burigangar Mohana of Narayanganj Omunashiganj.,A suitable place for international quality airports to be built in Bangladesh is Meghna and Burigangar Mohana of Narayanganj Omunashiganj.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশে আশার জন্য তোমাদের কে শুভেচ্ছা রহিল  আমি ভারতে বহুত বার মৃট্রোতে উঠেছি,"I greet you for hope in Bangladesh, I have gone to Mritro many times in India","I greet you for hope in Bangladesh, I have gone to Mritro many times in India","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.6369}",neu,0.729
বাংলাদেশে আসার জন্য ধন্যবাদ,Thanks for coming to Bangladesh,Thanks for coming to Bangladesh,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",neu,0.58
বাংলাদেশে প্রথম পাতাল রেল চালু করায় অভিনন্দন।  একজন জাপানি হিসেবে আমি এই প্রথম পাতাল রেলের উদ্বোধনে জাপানের সহযোগিতার জন্য অত্যন্ত গর্বিত।,"Congratulations on the launch of the first subway in Bangladesh. As a Japanese, I am very proud of Japan's cooperation at the inauguration of this first subway rail.","Congratulations on the launch of the first subway in Bangladesh. As a Japanese, I am very proud of Japan's cooperation at the inauguration of this first subway rail.","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.807}",compound,0.807
বাংলাদেশে স্বাগতম। ভ্রমণ নিরাপদ এবং আনন্দময় হোক।,Welcome to Bangladesh. Travel is safe and joyful.,Welcome to Bangladesh. Travel is safe and joyful.,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.8689}",compound,0.8689
বাংলাদেশের অগ্রগতি কেউই রুখতে পারবে না। ইনশাআল্লাহ। আল্লাহ প্রধানমন্ত্রীকে সুস্থ ও দীর্ঘ জীবন দান করুন। আমিন।,No one can stop the progress of Bangladesh. Insha Allah. May Allah give the Prime Minister a healthy and long life. Amin.,No one can stop the progress of Bangladesh. Insha Allah. May Allah give the Prime Minister a healthy and long life. Amin.,"{'neg': 0.158, 'neu': 0.645, 'pos': 0.197, 'compound': 0.2732}",neu,0.645
বাংলাদেশের অধিকাংশ সরকারি পাবলিক টয়লেটে টাকা নেয়া হয় কিন্তু সেটা দুঃখ থাকতো না যদি টয়লেটগুলো যথাযথ মানসম্মত হতো,Most of the public toilets in Bangladesh were taken in the public toilet but it would not be sad if the toilets were properly standardized.,Most of the public toilets in Bangladesh were taken in the public toilet but it would not be sad if the toilets were properly standardized.,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.5157}",neu,0.878
বাংলাদেশের উন্নয়নের আলোকবর্তিকা মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনাকে মহান আল্লাহ্ তায়ালা নেক হায়াত দান করুক (আমিন),May the Honorable Prime Minister of the Development of Bangladesh give Sheikh Hasina the Great Allah Ta'ala good Hayat (Amin).,May the Honorable Prime Minister of the Development of Bangladesh give Sheikh Hasina the Great Allah Ta'ala good Hayat (Amin).,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.8885}",compound,0.8885
বাংলাদেশের উন্নয়নের বাতিঘর প্রধানমন্ত্রী শেখ হাসিনা। কলকাতার একজন ভাইয়ের মুখ থেকে বাংলাদেশ মেট্রোরেল নিয়ে এত সুন্দর প্রশংসা সত্যিই ভালো লাগলো ধন্যবাদ কলকাতার ভাই।,Prime Minister Sheikh Hasina of Bangladesh's development lighthouse. Thanks to Kolkata's brother thanks to the Bangladesh Metrorail from the face of a brother in Kolkata.,Prime Minister Sheikh Hasina of Bangladesh's development lighthouse. Thanks to Kolkata's brother thanks to the Bangladesh Metrorail from the face of a brother in Kolkata.,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",neu,0.799
বাংলাদেশের নৌ পরিবহন চালু রেখে রাজকীয় লঞ্চগুলোতে জমজমাট নৌ পর্যটন চালু করা সম্ভব।,It is possible to launch a gathering naval tourism at the royal launches with the transport of Bangladesh.,It is possible to launch a gathering naval tourism at the royal launches with the transport of Bangladesh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাংলাদেশের প্রশংসা শুনলে ভালোই লাগে,It is nice to hear the praise of Bangladesh,It is nice to hear the praise of Bangladesh,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.7506}",compound,0.7506
বাংলাদেশের প্রসংসা শুনে ভালো লাগলো । আমাদের বাংলাদেশে এসে আনন্দ উপভোগ করার জন্য ধন্যবাদ ।ভালো থাকবেন।,It was nice to hear the context of Bangladesh. Thanks for enjoying our pleasure in coming to Bangladesh. Be good.,It was nice to hear the context of Bangladesh. Thanks for enjoying our pleasure in coming to Bangladesh. Be good.,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.9403}",compound,0.9403
বাংলাদেশের মেট্রোরেল ও স্টেশন অনেক উন্নত । কিন্তু কিছু মানুষ এটিকে কলকাতার লোকাল ট্রেনের সাথে তুলনা করে। এরা যে কীভাবে এটি ভাবে তা আমি আসলেই বুঝিনা।,Metrorail and stations in Bangladesh are very advanced. But some people compare it to the Kolkata local train. I don't really understand how they are.,Metrorail and stations in Bangladesh are very advanced. But some people compare it to the Kolkata local train. I don't really understand how they are.,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.1646}",neu,0.936
বাংলাদেশের মেট্রোরেল দেখে আমার চোখে পানি চলে আসলো ।  ভিডিওটা  দেখানোর জন্য ধন্যবাদ । বাংলাদেশকে এতো সুন্দর করে উপস্থাপন করার জন্য অনেক অনেক ধন্যবাদ ।,"Seeing the Metrorail of Bangladesh, the water came out of my eyes. Thanks for showing the video. Thanks so much for presenting Bangladesh so beautifully.","Seeing the Metrorail of Bangladesh, the water came out of my eyes. Thanks for showing the video. Thanks so much for presenting Bangladesh so beautifully.","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8895}",compound,0.8895
বাংলাদেশের যাত্রী সাধারণের মাঝে এখনো স্মার্ট লুকটা আসছে না কেন সেটাই বুঝতে পারছি না,I do not understand why the smart look is not yet coming in the midst of passengers in Bangladesh,I do not understand why the smart look is not yet coming in the midst of passengers in Bangladesh,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",neu,0.87
বাংলাদেশের যাত্রী সাধারণের মাঝে এখনো স্মার্ট লুকটা আসছে না কেন সেটাই বুঝতে পারছি না তাইলে কি আমরা স্মার্ট না?,"I do not understand why the smart look is not yet coming to the passenger general of Bangladesh, so we are not smart?","I do not understand why the smart look is not yet coming to the passenger general of Bangladesh, so we are not smart?","{'neg': 0.087, 'neu': 0.809, 'pos': 0.104, 'compound': 0.1134}",neu,0.809
বাংলাদেশের যে প্রান্তে যাবেন সেখানেই ভালো এবং উন্নত মানের কাজ হয়েছে শেখ হাসিনার হাত ধরে তারই ছোঁয়া কেবল পাবেন এবং প্রধানমন্ত্রীকে ঈমানদার হলে ধন্যবাদ জানাবেন,"Wherever you go to Bangladesh, the good and good quality work has been done by Sheikh Hasina's hand and only thank the Prime Minister if you believe.","Wherever you go to Bangladesh, the good and good quality work has been done by Sheikh Hasina's hand and only thank the Prime Minister if you believe.","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8885}",compound,0.8885
বাংলাদেশের যে প্রান্তে যাবেন সেখানেই ভালো এবং উন্নত মানের কাজ হয়েছে শেখ হাসিনার হাত ধরে তারই ছোঁয়া কেবল পাবেন এবং প্রধানমন্ত্রীকে ঈমানদার হলে ধন্যবাদ জানাবেন বেইমান হলে বদনাম করবেন,"Wherever you go to Bangladesh, the good and good quality work has been done by Sheikh Hasina's hand and only the Prime Minister will thank you if the believer is dishonest.","Wherever you go to Bangladesh, the good and good quality work has been done by Sheikh Hasina's hand and only the Prime Minister will thank you if the believer is dishonest.","{'neg': 0.09, 'neu': 0.631, 'pos': 0.279, 'compound': 0.7783}",compound,0.7783
বাংলাদেশের রাস্তাগুলো অনেক বেশিই সংকুচিত। পাশের দেশগুলাও তো গরীব আর অধিক ঘনবসতিপূর্ণ কিন্তু তাদের বড় শহরগুলার রস্তা অন্তত ঢাকা চট্টগ্রামের তুলনায় চওড়া হয়।,"The roads of Bangladesh are much more narrow. The nearby countries are also poor and densely populated, but their big cities are at least wider than Dhaka Chittagong.","The roads of Bangladesh are much more narrow. The nearby countries are also poor and densely populated, but their big cities are at least wider than Dhaka Chittagong.","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.2617}",neu,0.929
বাস টার্মিনাল আশুলিয়ায় করা হোক,Bus Terminal to be done in Ashulia,Bus Terminal to be done in Ashulia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাস স্টেশনেই থাকতে হবে মেট্রোরেলের স্টেশন। বাস থেকে নেমেই যেন মানুষ মেট্রোরেলে উঠতে পারে। আপনারা উদ্ভট চিন্তা করছেন। বাস স্টেশন সরিয়ে নিচ্ছেন মেট্রোরেলের কারণে! তাহলে মেট্রোরেলও সরিয়ে নেন হেমায়েতপুর পর্যন্ত।মানুষ যেন দূর থেকে এসে বাস থেকে নেমে মেট্রোরেলে উঠে শহরে চলে আসতে পারে।,"Must be at the bus station. As people get off the bus, people can get on the metro. You are thinking bizarre. Metrorail is removing the bus station! Then the Metrorail also removed to Hemayetpur. People can come from a distance and get off the bus and come to the city.","Must be at the bus station. As people get off the bus, people can get on the metro. You are thinking bizarre. Metrorail is removing the bus station! Then the Metrorail also removed to Hemayetpur. People can come from a distance and get off the bus and come to the city.","{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.3802}",neu,0.951
বাসের ব‍্যবসার বারোটা বাজবে।,The bus will play twelve.,The bus will play twelve.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",neu,0.625
বাসের সাথে মিল রেখে ভাড়া রাখা হয়েছে ভাড়া কম হলে যাত্রী বেশি হবে,"If the rent is kept in conjunction with the bus, the passenger will be higher if the rent is low","If the rent is kept in conjunction with the bus, the passenger will be higher if the rent is low","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}",neu,0.9
বাসের৷ সিন্ডিকেট কমবে,Bus 1 The syndicate will be reduced,Bus 1 The syndicate will be reduced,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বাহ বাহ বাহ😢😅😅😅খূব ভাল এটা শুনতে দেখতে খুব ভাল লাগলো,Wow wow wow it was nice to hear it was so good to hear it,Wow wow wow it was nice to hear it was so good to hear it,"{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.958}",compound,0.958
বাহ।,Wow,Wow,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",pos,1.0
বাহির বিশ্বাসে ফ্যান লাগানো আছে এসি ও আছে অনেক জায়গায়,There are many places in the faith of the external faith and there are many places in AC,There are many places in the faith of the external faith and there are many places in AC,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",neu,0.741
বাহিরেই যদি দাঁড়িয়ে থাকতে হয় ঘন্টার পর ঘন্টা তাহলে ১০ বা ১১ মিনিটে আগারগাঁও বা উত্তরা এসে কি হবে? অফিস শুরু নয়টা থেকে তাহলে তো আমাকে ভোর ছয়টায় এখানে এসে লাইন দিতে হবে। তারপর আবার স্টেশনে যাওয়া আসার জন্য কোনো BRTC বাস নাই যেটা বলা হয়েছিলো যে দেবে। তাহলে এই মেট্রো রেল হয়ে কি লাভ হলো? ভাড়া ও তো অনেক বেশী।,"If you have to stand outside for hours after hour, what will happen to Agargaon or Uttara in 5 or 5 minutes? From nine in the office, then I have to come here at six in the morning. Then there was no BRTC bus to come to the station again that it was said that it would give. So what is the benefit of this metro rail? The rent is too high.","If you have to stand outside for hours after hour, what will happen to Agargaon or Uttara in 5 or 5 minutes? From nine in the office, then I have to come here at six in the morning. Then there was no BRTC bus to come to the station again that it was said that it would give. So what is the benefit of this metro rail? The rent is too high.","{'neg': 0.029, 'neu': 0.926, 'pos': 0.044, 'compound': 0.2869}",neu,0.926
বাহ্!! দারুণ খবর!!!,Wow !! Great news !!!,Wow !! Great news !!!,"{'neg': 0.0, 'neu': 0.249, 'pos': 0.751, 'compound': 0.877}",compound,0.877
বিএনপির নেতা-কর্মীরা  কি এসব নিউজ দেখে না???,BNP leaders and activists do not see these news ???,BNP leaders and activists do not see these news ???,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিচার করা দরকার চুরেদের,The Churads need to be judged,The Churads need to be judged,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিজ্ঞাপন জন্য সময় নিউজ দেখা বাদ দিলাম,I dropped watching news for advertising,I dropped watching news for advertising,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিদেশি দের কাছথেকে টাকা চাইলে দেশের সম্মান নষ্ট হবে ভাই আপনাকে অনেক ধন্যবাদ তুলে ধরার জন্য,"If you want money from the foreigner, the honor of the country will be ruined by the brother brother for giving you many thanks","If you want money from the foreigner, the honor of the country will be ruined by the brother brother for giving you many thanks","{'neg': 0.097, 'neu': 0.596, 'pos': 0.307, 'compound': 0.6908}",compound,0.6908
বিদ্যুৎ নেই  😂😂😂😂,No electricity 😂😂😂😂,No electricity face with tears of joyface with tears of joyface with tears of joyface with tears of joy,"{'neg': 0.368, 'neu': 0.489, 'pos': 0.143, 'compound': -0.4588}",neu,0.489
বিনামূল্যে শিক্ষা ও চিকিৎসা যে কোন জাতির চরম উন্নতি। বিনামূল্যে চিকিৎসার সুযোগেও কেউ রোগী হতে চায়না। পকেট কাটা উন্নয়ন।,Free education and treatment of any nation's extreme improvement. No one wants to be patient even for free treatment. Pocket cut development.,Free education and treatment of any nation's extreme improvement. No one wants to be patient even for free treatment. Pocket cut development.,"{'neg': 0.145, 'neu': 0.54, 'pos': 0.314, 'compound': 0.7442}",compound,0.7442
বিন্নি ধানের খই,Bino,Bino,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিম্পির লোকেরা এখানে কমেন্ট করেনা😂,Bipi's people do not comment here,Bipi's people do not comment here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিম্পির লোকেরা কমেন্ট করেনা😂,Bipimi people do not comment,Bipimi people do not comment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বিশাল নাটক মারাইলেন,The huge drama Marilen,The huge drama Marilen,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",neu,0.566
বিশ্ব দরবারে বাংলাদেশের মুখ উজ্জ্বল করে তুলেছে আমাদের মাননীয় প্রধানমন্ত্রী শেখ হাসিনা যে দেশে আছে সে দেশে উন্নয়ন হবে ইনশাআল্লাহ,InshaAllah will develop the country in the country where our Honorable Prime Minister Sheikh Hasina is in the world court.,InshaAllah will develop the country in the country where our Honorable Prime Minister Sheikh Hasina is in the world court.,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5423}",neu,0.844
বিশ্বে প্রথম কোনো মেট্রোরেলের টয়লেটে টিকেট কাটতে  হয় 😂,The first Metrorail toilet in the world is to cut tickets,The first Metrorail toilet in the world is to cut tickets,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",neu,0.826
বিশ্বের উন্নত দেশের মত মনে হচ্ছে,Seems like the world's developed country,Seems like the world's developed country,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",neu,0.667
"বিশ্বের সবচেয়ে গরীব ভিখারি শহর হলো "" সামনে খোলা পিছনে ফাঁকা ""তার নাম ঢাকা 😂😂","The most poorest beggar city in the world is ""blank in front of the front"" its name Dhaka 😂😂","The most poorest beggar city in the world is ""blank in front of the front"" its name Dhaka face with tears of joyface with tears of joy","{'neg': 0.221, 'neu': 0.669, 'pos': 0.11, 'compound': -0.4201}",neu,0.669
বিশ্বের সবচেয়ে বড় স্থাপনা আমিন বাজার সেতুর কাজ শেষ হতে আর কতো বছর লাগবে  জানেন,The world's largest establishment Amin Bazar Bridge knows how many years it will take to finish,The world's largest establishment Amin Bazar Bridge knows how many years it will take to finish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বুলেট ট্রেন চলাচল আজও হলোনা কষ্টের কথা 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳,The bullet train movement is still not a problem.,The bullet train movement is still not a problem.,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.3089}",neu,0.78
বেঁচে থাকলে ইন্ডিয়া অবশ্যই অনেক ঘুরবো ইনশাআল্লাহ! 🥰🇮🇳,"If alive, India will definitely turn around Insha Allah! 🥰🇮🇳","If alive, India will definitely turn around Insha Allah! smiling face with heartsflag: India","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.8221}",compound,0.8221
বেশি দূরে না কিছুদিন পরেই শুনবেন যে প্লাটফর্মে দাঁড়াবে প্ল্যাটফর্ম এর দাম 10 টাকা,"Not too far away, you will hear that the platform will stand on the platform.","Not too far away, you will hear that the platform will stand on the platform.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বেশিরভাগ অফিস খোলে আটটায়,At eight o'clock the office opens,At eight o'clock the office opens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
বৈশাখীর কোনও অন্যায় না খুঁজে বৈশাখীকে সুযোগ দেয়ার কারিগরকে খুঁজে বের করুন আসলে আমাদের দেশে কাজের প্রশিক্ষণের আগে নীতির প্রশিক্ষণটা খুবই জরুরি,"Find out the craftsman to give Baishakhi a chance without finding any wrongdoing of Baishakhi, in fact, it is very important to train policy before working in our country.","Find out the craftsman to give Baishakhi a chance without finding any wrongdoing of Baishakhi, in fact, it is very important to train policy before working in our country.","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4754}",neu,0.868
ব্যক্তিগত গাড়ি বন্ধ না করলে বা কমালে যানযট কমবেনা,If the private car is not shut down or the traffic will not reduce the traffic,If the private car is not shut down or the traffic will not reduce the traffic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ব্যাড আইডিয়া। বরং এমআরটিকে সাভার পর্যন্ত নিয়ে গিয়ে সেখানকার কোথাও ডিপো করা উচিত।,"Bad Idea. Rather, the MR should be taken to Savar and depot somewhere there.","Bad Idea. Rather, the MR should be taken to Savar and depot somewhere there.","{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",neu,0.788
ব্লাকে টিকিট পাওয়া যাবে কি,What can the ticket be found in the blake,What can the ticket be found in the blake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই আগামীতে তো সরকার পরিবর্তন হবে,Brother will change the government in the future,Brother will change the government in the future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই আপনাদের কে ধন্যবাদ এত সুন্দর করে তুলে দরার জন্য,Brother thank you so beautifully for the door,Brother thank you so beautifully for the door,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.7574}",compound,0.7574
ভাই আপনি MV BAY ONE এ ট্রাভেল ব্লগ রিভিউ করেন,Brother you review the Travel Blog at MV Bay One,Brother you review the Travel Blog at MV Bay One,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই আমাদের দেশে এসে দেশের সৌন্দর্যগুলো সকলের কাছে পৌঁছে দেয়ার জন্য আপনাকে ধন্যবাদ ♥️♥️♥️,Brother thank you for coming to our country to bring the beauty of the country to everyone ️ ️ ️ ️ ️,Brother thank you for coming to our country to bring the beauty of the country to everyone ️ ️ ️ ️ ️,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.743}",neu,0.76
ভাই আমাদের মেট্রোরেল মাটির নিচ দিয়ে চলে,Brother runs through our Metrorail ground,Brother runs through our Metrorail ground,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই আমিও মিরপুর ১০ এটা নিয়ে কথা কাটা হয়েছে আপনাদের ধন্যবাদ এ বিষয়টি সরকারের নজরে দেয়া উচিৎ। উত্তরা স্টেশন গুলোতে টাকা দেয়া লাগেনা।,"Brother, I am also talking about it. Thank you thanks to the government. Uttara stations do not have to pay.","Brother, I am also talking about it. Thank you thanks to the government. Uttara stations do not have to pay.","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.6904}",neu,0.717
ভাই এই টিকেট কয়দিন ইউজ করা যাবে,Brother how many days can this ticket be used,Brother how many days can this ticket be used,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই এইসবের একটা ব্যবস্থা করা দরকার,Brother needs to make an arrangement of these,Brother needs to make an arrangement of these,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই এম আর টি লাইন ৫ সাউদ নিয়ে বিস্তারিত ভিডিও চাই🙏,Brother MRT Line 3 Saud wants detailed video,Brother MRT Line 3 Saud wants detailed video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই এয়ারপোর্টের মতো এখানে কি টয়লেট ব্যাবহার করলে টাকা দিতে হয়,"If you use the toilet here like a brother airport, you have to pay money","If you use the toilet here like a brother airport, you have to pay money","{'neg': 0.083, 'neu': 0.769, 'pos': 0.148, 'compound': 0.2732}",neu,0.769
ভাই ওখান থেকে কি মাদারীপুরে যাওয়া যায় মেট্রোরেল দিয়ে,Brother can go from there to Madaripur with Metrorail,Brother can go from there to Madaripur with Metrorail,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই টার্নেলের কি অবচ্ছা এখন,What a disappear of Brother Turnel,What a disappear of Brother Turnel,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",neu,0.725
